id,collection,subject_id,filename,user_name,created_at,Collected by,Collection date,Collector Number,Country,County,Habitat and description,Location,Scientific author,Scientific name,State/Province
5176cd7eded9103e3c0001b1,Herbarium,516db6f2ea30524109000a7c,000050178.large.png,not-logged-in,2013-04-23 18:05:50,No 347 ,09/29/1989,No 347 ,,Jefferson,Kathleen Craddock Burks ,"Infrequent on edges of floating island thick with sedges, Ludiwigia; near E shore of Lake Miccosukee, just S of 'Homer Williams' landing and in section of lake known locally as 'Gator Hole'. (Landing is E of Pine Island, in SE 1/4 of Sec 7, T2N R4E, Mays Pond Plantation.)",Xyris jupicai L. Rich,Flora of Lake Miccogukee,FL
5176cd80ded9103e3c0001b8,Herbarium,516dba13ea30524109000ff5,000054366.large.png,user554,2013-04-23 18:05:52,R K Godfrey,08/23/1973,72532,,Ouray,"small mountain meadow, el 11,000 ft.","Red Mt Pass, N of Silverton ",A. Nels,Sedum Integrifolium,CO
5176cd7cded9103e3c0001ae,Herbarium,516dbed7ea3052410900177e,000044677.large.png,not-logged-in,2013-04-23 18:05:53,,05/30/1964,50216,,Martin,Flat sandy brush,Flat sandy brush country,,Bafaria racemose Vent,FL
5176cd7fded9103e3c0001b6,Herbarium,516dc208ea30524109001cd7,000052527.large.png,user1477,2013-04-23 18:05:56,R.K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.",A. Nels,Sedum Intergrifolium,CO
5176cd80ded9103e3c0001b9,Herbarium,516dbaf8ea30524109001192,000034892.large.png,not-logged-in,2013-04-23 18:05:57,R.K. Godfrey & R.D. Houk,10/13/1962,62601,,Dixie,"Ditches and ditch banks; Small and e. perfoiatum L. growing together in abundance and their presumed hybrid, frequent amongst them",Along highway right of way near Steinhatchee,Lam.,Eupatorium capillifolium,FL
5176cd88de59d928e8000155,Herbarium,516db77fea30524109000b77,000023949.large.png,not-logged-in,2013-04-23 18:06:00,Loran C. Anderson,09/12/1984,7596,,Franklin,Frequent in drying sandy soil of depression with Juncus and Cyperus on S. side of hiway 98 across from Lanary Village golfcourse.,Across from Lanark Village golfcourse,(Torr.) Spreng.,Fuirena pumila (Torr.) Spreng.,FL
5176cd8dde59d928e800015b,Herbarium,516dc0bbea30524109001a8c,000054343.large.png,not-logged-in,2013-04-23 18:06:05,R.K. Godfrey,08/23/1973,72532,,Ouray,Silver mountain meadow,"N of Silverton, el 11,000 ft",A. Nels,SEDUM INTEGRIFOLIUM,CO
5176cd98de59d928e800016c,Herbarium,516dc294ea30524109001ddc,000052281.large.png,user1777,2013-04-23 18:06:11,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silverton, el 11,000 ft.",(Raf.) A. Nels,SEDUM INTEGRIFOLIUM,CO
5176cd97de59d928e800016b,Herbarium,516db7e2ea30524109000c26,000054019.large.png,not-logged-in,2013-04-23 18:06:15,R.K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, elev 11000 ft",Red Mt. Pass,(Raf.) A. Nels,Sedum integrofolium,CO
5176cda2ded9103e3c0001cb,Herbarium,516db844ea30524109000cd0,000050917.large.png,user2255,2013-04-23 18:06:26,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountian meadow,"Small mountian meadow Red Mt. pass N of silverton. el 11,000 ft.",(Raf) A. Nels,Sedum Integrifolium,CO
5176cda7ded9103e3c0001ce,Herbarium,516db809ea30524109000c66,000046819.large.png,not-logged-in,2013-04-23 18:06:36,,07/16/1982,80784,,Liberty,Upland mixed woodland.,"Near the picnic area, Torreya State Park.",,Vaccinium stamineum L.,FL
5176cda7ded9103e3c0001cd,Herbarium,516dbabeea30524109001123,000052839.large.png,not-logged-in,2013-04-23 18:06:36,R. K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft. ","Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft. ",(Raf.) A. Nels,Sedum Integrifolium,CO
5176cdacded9103e3c0001d5,Herbarium,516dc292ea30524109001dda,000057072.large.png,not-logged-in,2013-04-23 18:06:41,R. K. Godfrey,08/23/1973,72532,,Ouray,small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.",(Raf.) A. Nels,Sedum Integrifolium,CO
5176cdc4de59d928e8000186,Herbarium,516dc278ea30524109001da9,000057018.large.png,user1485,2013-04-23 18:06:55,R. K. Godfrey,08/23/1973,72532,,Ouray,"N of Silverton, el 11,000 ft.","Small mountain meadow, Red Mt. Pass",A. Nels,SEDUM INTEGRIFOLIUM,CO
5176cdbdded9103e3c0001e4,Herbarium,516dba22ea3052410900100d,000023960.large.png,user1617,2013-04-23 18:06:58,R.K. Godfrey,08/08/1958,57420,,Orange,Sandy shores of lake,2 miles S of Oakland,Torr.,Fuirena pumila ,FL
5176cdc5ded9103e3c0001e6,Herbarium,516db2aaea3052410900026a,000051830.large.png,not-logged-in,2013-04-23 18:07:01,R K Godfrey,08/23/1973,72532,,Ouray,small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silvertnn el 11,000 ft.",a nels,sedum intergrifolium,CO
5176cdc7de59d928e800018a,Herbarium,516db84eea30524109000cdc,000009846.large.png,user1919,2013-04-23 18:07:03,Norlan C. Henderson,05/07/1963,63-706,,Stonewall,Sandy roadside,"Along US #83, about 10 miles north of Aspermont.",Benth.,Senecio longilobus,TX
5176cdd2de59d928e800018e,Herbarium,516db21fea30524109000161,000023978.large.png,user344,2013-04-23 18:07:09,"Cecil R. Slaughter, Ph.D.",,"13,062",,Flagler,Wet Pine Flatwoods ,"Hudson Well Field, City of Ormond, 2 miles west of Ormond Beach and 2 miles north of SR 40",Michx,Fuirena scirpoidea,FL
5176cdcfded9103e3c0001f2,Herbarium,516dbe8dea30524109001702,000008537.large.png,user2322,2013-04-23 18:07:11,,,,,,,,,,FL
5176cdd1de59d928e800018c,Herbarium,516dbc92ea30524109001420,000053389.large.png,not-logged-in,2013-04-23 18:07:13,R. K. Godfrey,08/23/1973,72532,,Ouray,small mountain meadow,"Red Mt. Pass, N of Silvertnn el 11,000 ft.",(Raf.) A. Nels,Sedum integrifolium,CO
5176cdd9de59d928e8000193,Herbarium,516dc3a3ea30524109001f2d,000024185.large.png,user2088,2013-04-23 18:07:15,Coll. K. Craddock Burks with Joe Hinkle,08/07/1995,1030,,Alachua,Floating mats in small canal,"small canal off SW shore of Santa Fe Lake, E of Orange Heights, N off SR-26",Poepp. & Kunth,Oxycaryum cubense,FL
5176cdd2ded9103e3c0001f6,Herbarium,516dbfd3ea3052410900190e,000054379.large.png,user2363,2013-04-23 18:07:19,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silvertnn, el 11,000 ft.",A. Nels,Sedum Integrifolium,CO
5176cdd2ded9103e3c0001f5,Herbarium,516db661ea30524109000978,000038687.large.png,not-logged-in,2013-04-23 18:07:19,Loran C. Anderson,09/08/1989,"12,242",,Leon,Rooting at lower nodes; frequent in drainage ditch used for flood control ,drainage ditch used for flood control on S side of shopping mall on Sharer Road near N. Monroe Street in northern sector of Tallahassee,"L. Beauv, var. Vasing. Ohwi",Echniochloa Crusgalli var. Oryzicola,FL
5176cdddde59d928e8000197,Herbarium,516db93aea30524109000e6b,000012751.large.png,not-logged-in,2013-04-23 18:07:20,H. F. L. Rock,09/16/1957,937,,Coffee,Power line clearing in an oak barren,"Tenn. Route 55, 5.4 m north of jct. with U.S. Route 41",Nutt.,Helianthus silphoides,TN
5176cddbded9103e3c0001f9,Herbarium,516db5e7ea305241090008b8,000071356.large.png,not-logged-in,2013-04-23 18:07:28,,,,,placeholder,,,,,FL
5176cde4de59d928e8000199,Herbarium,516dc22dea30524109001d1a,000020775.large.png,not-logged-in,2013-04-23 18:07:32,Jean H. Burns,,286,,,Greenhouse,Florida State University - Greenhouse,Jean H. Burns,Tradescantia occidentalis,FL
5176cde7de59d928e800019a,Herbarium,516dba43ea30524109001048,000056566.large.png,not-logged-in,2013-04-23 18:07:35,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silvertnn, el 11,000 ft.",(Raf.) A. Nels,Sedum integrifolium,CO
5176cdeede59d928e80001a3,Herbarium,516dc0b6ea30524109001a84,000051660.large.png,not-logged-in,2013-04-23 18:07:36,R. K. Godfrey,08/23/1973,72532,,Ouray,"El 11,000 ft",Small Mountain meadow Red Mt. Pass N of Silvertnn,A. Nels,SEDUM INTEGRIFOLIUM,CO
5176cde7ded9103e3c000204,Herbarium,516dc1b7ea30524109001c45,000044694.large.png,user2174,2013-04-23 18:07:40,D. B. & S. S. Ward,11/20/1961,2831,,Charlotte,in open Pinus palustris stand,"w. side of U.S. 17, 1 mi. s. of the DeSoto-Charlotte county line",Vent.,Befaria racemosa,FL
5176cdeaded9103e3c000208,Herbarium,516dbb8eea30524109001291,000044548.large.png,not-logged-in,2013-04-23 18:07:43,Loran C. Anderson,10/16/1974,3861,,Leon,Few culms 3.5m tall in disturbed soil,"along Allen Road, north side of Tallahassee",(L.) .Ell.,Erianthus alopecuroides,FL
5176cdf3ded9103e3c000214,Herbarium,516db675ea305241090009a0,000051506.large.png,user2044,2013-04-23 18:07:52,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silvertnn",A. Nels,Sedum Integrifolium,CO
5176cdf7ded9103e3c000218,Herbarium,516dbf88ea30524109001894,000053575.large.png,not-logged-in,2013-04-23 18:07:56,R.K. Godfrey,,72532,,Ouray,,"Small mountain meadow, Red Mt. Pass, N of Silvertnn, el 11,000 ft.",A. Nels,SEDUM INTEGRIFOLIUM,CO
5176cdfdded9103e3c000221,Herbarium,516db5d5ea30524109000898,000034832.large.png,not-logged-in,2013-04-23 18:07:57, w r fryar,07/04/1964,4,,Leon,small x e perfoliatum L F ,greenhouse,Lam,eupatorium capillifolium,FL
5176cdfdde59d928e80001b2,Herbarium,516dba6aea30524109001088,000044689.large.png,not-logged-in,2013-04-23 18:07:57,Loran C. Anderson,07/05/1977,4479,,placeholder,pine flatwoods,"Florida State University, Tallahassee",Loran C. Anderson,Befaria racemosa Vent.,placeholder
5176ce02de59d928e80001b3,Herbarium,516dbf73ea30524109001874,000047075.large.png,not-logged-in,2013-04-23 18:08:02,Loran C. Anderson,05/11/1993,"14,254",,unknown,Wooded floodplain of creek,"Sweetwater Creek (E of Rte 270) along gas pipeline right of way. T1N, R7W, SW1/4 of SW1/4 Sec 5.",Walt.,Ilex decidua,FL
5176ce05ded9103e3c00022f,Herbarium,516db2c1ea30524109000295,000052735.large.png,not-logged-in,2013-04-23 18:08:05,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silvertnn, el. 11,000 ft",Raf. A. Nels,Sedum Integrifolium,CO
5176ce0fded9103e3c000239,Herbarium,516dbfaeea305241090018cf,000051666.large.png,not-logged-in,2013-04-23 18:08:15,R.K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silvertnn, el 11,000 ft.",(Raf.) A. Nels,Sedum Integrifolium,CO
5176ce12ded9103e3c000241,Herbarium,516dbbffea30524109001349,000046776.large.png,user759,2013-04-23 18:08:18,R.K. Godfrey,06/02/1982,79846,,Calhoun,"Multistemmed shrub to ca 2 m tall. Frequent in thin stand of planted slash pine, sand ridge","just a bit W of Chipola River, by Fla. Rt. 20, N side of road",,Vaccinium Stamineum L.,FL
5176ce12ded9103e3c00023f,Herbarium,516dba45ea3052410900104c,000051371.large.png,not-logged-in,2013-04-23 18:08:18,R.K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, elev 11000 ft",Red Mt. Pass,(Raf.) A. Nels,Sedum integrifolium,CO
5176ce0fded9103e3c00023a,Herbarium,516db46bea305241090005fe,000053403.large.png,not-logged-in,2013-04-23 18:08:20,R K Godfrey,08/23/1973,72532,,Ouray,small mountain meadow," Red Mt. Pass, N of Silvertnn, el 11,000 ft.",R K Godfrey,Sedum Integrifolium,CO
5176ce11ded9103e3c00023d,Herbarium,516dbb49ea3052410900121f,000035140.large.png,not-logged-in,2013-04-23 18:08:22,Victoria I. Sullivan,07/11/1969,1229,,Citrus,,Ozella,,Eupatorium aff. rotundifolium,FL
5176ce1fde59d928e80001c6,Herbarium,516dc270ea30524109001d98,000008731.large.png,user1382,2013-04-23 18:08:25,P. O. Leupp,05/23/1957,39108,,Coconino,Moist sandy areas. Nice patch. Elevation ft. 4900,Navajo Indian Reservation,,Senecio,AZ
5176ce1dde59d928e80001c3,Herbarium,516db6c8ea30524109000a36,000050986.large.png,not-logged-in,2013-04-23 18:08:29,R.K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silvertnn",(Raf.) A. Nels,SEDUM INTEGRIFOLIUM,CO
5176ce29de59d928e80001d1,Herbarium,516dbfccea30524109001901,000008610.large.png,user2306,2013-04-23 18:08:40,Aster Concolor L.,10/30/1986,82236,,placeholder,Frequent in treeless savanna (formerly longleaf pine savanna),"1.5 miles NW of Sumatra, by Fla. rd 279",Aster Concolor L.,"Aristida stricta, Schizochyrium stoloniferum, S. tenerum, Agalinis sp. , Helianthus radula, Pityopsis sp. , Aster linearifolius, Solidago odora, Tridens ambiguus, Hieracium gronovii, Liatris gracilis, Pteridum aquilinum",placeholder
5176ce2dde59d928e80001d8,Herbarium,516db7c1ea30524109000be8,000056313.large.png,not-logged-in,2013-04-23 18:08:45,,,,,,,,,,FL
5176ce2cded9103e3c00024d,Herbarium,516dbb08ea305241090011b1,000053580.large.png,not-logged-in,2013-04-23 18:08:49,,,,,,,,,,FL
5176ce35ded9103e3c000259,Herbarium,516db80fea30524109000c72,000048847.large.png,not-logged-in,2013-04-23 18:08:53,R.K. Godfrey,04/07/1963,62684,,Walton,Upland mixed woodland,1 Mile E of Eucheenna,,Styrax grandifolia,FL
5176ce31ded9103e3c000254,Herbarium,516dbd37ea30524109001515,000052277.large.png,user344,2013-04-23 18:08:54,R.K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,Red Mt. Pass,A. Nels,Sedum Integrifolium,CO
5176ce39de59d928e80001e8,Herbarium,516db5d2ea30524109000895,000009783.large.png,not-logged-in,2013-04-23 18:08:57,L. C. Anderson,,2790-3,,,along roadside,"along state highway 165, just east of Bigelow divide, 20 air line miles south of Florence T22S, R69W, SE1/4 Sec 29",L. C. Anderson,Senecio fendleri Gray,CO
5176ce3ade59d928e80001e9,Herbarium,516db3e7ea305241090004f5,000056821.large.png,not-logged-in,2013-04-23 18:08:58,R.K.Godfrey,08/23/1973,72532,,Ouray,small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silvertnn, el 11,000 ft.",A Nels,sedum integrifolium,CO
5176ce44de59d928e80001ef,Herbarium,516db979ea30524109000edc,000053141.large.png,not-logged-in,2013-04-23 18:09:03,R. K. Godfrey,08/23/1973,72532,,Ouray,Mountain Meadow,"Small mountain meadow, Red Mt. Pass, Elev. 11,000 ft., North of Silvertnn, ",A. Nels,Sedum Intergrifolium,CO
5176ce41ded9103e3c000272,Herbarium,516dbf58ea30524109001854,000009775.large.png,not-logged-in,2013-04-23 18:09:05,D. Van Dyke,05/17/1968,72,,Riverside,Growing in decomposed granite soil in the sun,18 miles east of Banning in Whitewater Canyon,DC,Senecio douglasii,CA
5176ce3cded9103e3c000267,Herbarium,516dbad5ea30524109001151,000053169.large.png,user168,2013-04-23 18:09:05,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"N of Silvertnn, el 11,000 ft.",(Raf.) A. Nels,SEDUM INTERGRIFOLIUM,CO
5176ce42de59d928e80001ea,Herbarium,516db225ea3052410900016f,000053653.large.png,not-logged-in,2013-04-23 18:09:06,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silvertnn, el 11,000 ft.",(Raf.) A. Nels,Sedum Integrifolium,CO
5176ce44ded9103e3c000277,Herbarium,516db463ea305241090005ee,000053225.large.png,not-logged-in,2013-04-23 18:09:13,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silvertnn, el 11,000ft",A. Nels,Sedum Integrifolium,CO
5176ce51de59d928e80001fb,Herbarium,516dbd83ea30524109001541,000054482.large.png,not-logged-in,2013-04-23 18:09:21,R. K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.","Small mountain meadow, Red Mt. Pass, N of Silverton, el, 11,000 ft.",R. K. Godfrey,Sedum Integrifolium (Raf.) A. Nels,CO
5176ce51de59d928e80001fa,Herbarium,516db244ea305241090001a3,000052264.large.png,not-logged-in,2013-04-23 18:09:21,R. K. Godfrey,08/23/1973,72532,,placeholder,mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.",R. K. Godfrey,Sedum Integrifolium,FL
5176ce52de59d928e80001fe,Herbarium,516db3fbea3052410900051b,000050799.large.png,user2044,2013-04-23 18:09:22,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silverton",A. Nels,Sedum Integrifolium,CO
5176ce53ded9103e3c000289,Herbarium,516dbf23ea305241090017fa,000034755.large.png,not-logged-in,2013-04-23 18:09:23,R.K. Godfrey and R.D. Houk ,10/13/1962,62603,,Dixie,"and E. Perfoliatum L. growing together and their presumed hybrid, frequent amongst them. Roadbanks thrown up by highway building. ",Between Steinhatchee and Fish Creek,Lam. Small ,Eupatorium capillifolium ,FL
5176ce55ded9103e3c000290,Herbarium,516db426ea30524109000573,000050819.large.png,not-logged-in,2013-04-23 18:09:25,R. K. Godfrey,08/23/1973,72532,,Broward,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.","Ouray County, Colorado",(Raf.) A. Nels,Sedum Integrifolium,FL
5176ce5cde59d928e8000206,Herbarium,516db872ea30524109000d19,000053791.large.png,not-logged-in,2013-04-23 18:09:27,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silverton",(Raf.) A. Nels,Sedum integrifolium,CO
5176ce54ded9103e3c00028d,Herbarium,516db2bdea30524109000290,000040546.large.png,user1485,2013-04-23 18:09:29,R. K. Godfrey & R. Kral,10/06/1955,54080,,Wakulla,"Sandy-peaty shores, tidal zone, Gulf Coast",St. Mark's Wildlife Refuge,A. Gray,Leptochloa fascicularis,FL
5176ce63de59d928e800020f,Herbarium,516db974ea30524109000ed1,000052304.large.png,not-logged-in,2013-04-23 18:09:34,R.K. Godfrey,08/25/1973,72532,,unknown,Small Mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.",A. Nels,Sedum Integrifolium,FL
5176ce62ded9103e3c00029f,Herbarium,516db532ea30524109000787,000051721.large.png,user1714,2013-04-23 18:09:38,R.K.Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, Red Mt. pass, N of Silverton, el 11,000 ft.","Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.",R.K.Godfrey,SEDUM INTEGRIFOLIUM,CO
5176ce62de59d928e800020e,Herbarium,516dc3f1ea30524109001fa5,000008635.large.png,user1802,2013-04-23 18:09:38,Robert L. Lazor,10/20/1970,5124,,Leon,"plants about ½ m tall, sandy soil, longleaf pine-turkey oak, fls blue-purple",5 miles S of Tallahassee on Springhill Road,Robert L. Lazor,Aster Adnatus Nutt,FL
5176ce63ded9103e3c0002a1,Herbarium,516db693ea305241090009d8,000047105.large.png,user1477,2013-04-23 18:09:39,James R. Burkhalter,12/02/1978,6256,,Escambia,"Spindly shrub 12 ft tall. With Nussa biflora, Frazinus caroliniana.",Near Pensacola. On campus of Univ of W law. At edge of Thompson's Bayou by wooden dock near picnic area at end of old fishcamp.,,Ilex Cassine,FL
5176ce64ded9103e3c0002a4,Herbarium,516dbc27ea3052410900137e,000044123.large.png,user2322,2013-04-23 18:09:40,R. K. Godfrey,10/12/1957,56164,,Dixie,In large clumps; hammock,Suwannee,L Smyth,Triodia flava,FL
5176ce67ded9103e3c0002a6,Herbarium,516dbf6eea3052410900186d,000056626.large.png,not-logged-in,2013-04-23 18:09:43,R. K. Godfrey,08/23/1973,72532,,placeholder,"Small Mountain meadow, Red Mt Pass, N of Silverton, el 11,000 ft.","Ouray county, Colorado",A. Nels,sedium integrifolium ,placeholder
5176ce73ded9103e3c0002ab,Herbarium,516dbf35ea3052410900181b,000024039.large.png,not-logged-in,2013-04-23 18:10:00,C. Jackson,03/04/1950,158,,unknown,Moist Soil,"St. Marks Refuge, Hoqrs area, Wakulla CA, Fla.",,Kyllinga Brevifolia L. ,FL
5176ce75ded9103e3c0002b0,Herbarium,516db5d3ea30524109000896,000051789.large.png,not-logged-in,2013-04-23 18:10:02,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silverton, el 11,000 Ft.",(Raf.) A. Nels,SEDUM INTEGRIFOLIUM,CO
5176ce80de59d928e8000236,Herbarium,516db6c3ea30524109000a2f,000071347.large.png,user1617,2013-04-23 18:10:03,R.K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow.,"Red Mt. Pass, N of Silverton, el 11,000 ft.",(Raf.) A. Nels,SEDUM INTEGRIFOLIUM,CO
5176ce81de59d928e8000237,Herbarium,516db1acea30524109000087,000046884.large.png,not-logged-in,2013-04-23 18:10:04,R K Godfrey,05/10/1964,63627,,Calhoun,"Longleaf pine, Scrub oak ridgs","Scrub oak ridge, 4 miles S of the Calhoun-Jackson Co line, S of Grand Ridge",Cory Greene,Vaccinium langloisii,FL
5176ce7ede59d928e8000231,Herbarium,516dbf50ea30524109001846,000052712.large.png,not-logged-in,2013-04-23 18:10:06,R. K. Godfrey,08/23/1973,72532,,Ouray,"Elevation 11,000 Feet","Small mountain meadow, Red Mountain Pass, North of Silverton",A. Nels,Sedum Integrifolium,CO
5176ce81ded9103e3c0002bb,Herbarium,516db6ecea30524109000a73,000053295.large.png,not-logged-in,2013-04-23 18:10:09,R. K. Godfrey,,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silverton, el 11,000 ft",(Raf.) A. Nels,Sedum Integrifolium,CO
5176ce88de59d928e800023f,Herbarium,516dc2afea30524109001e0c,000056974.large.png,not-logged-in,2013-04-23 18:10:11,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silverton, el 11,000 ft",Raf. A. Nels,Sedum integrifolium,CO
5176ce85de59d928e800023d,Herbarium,516dc307ea30524109001e78,000033498.large.png,user1508,2013-04-23 18:10:13,RL Lazor & JD Lazor,09/20/1968,1219,,Liberty,Along hog turned up roadside,"Along hog turned up roadside, US hwy 20, about 7 miles E of Hosford, ",Lazor,Eupatorium pinnatifidium Ell.,FL
5176ce8aded9103e3c0002c9,Herbarium,516dc384ea30524109001ef1,000050191.large.png,not-logged-in,2013-04-23 18:10:18,R. K. Godfrey,08/15/1962,15583,,placeholder,On sandy peat of limesink pond margin in longleaf pine-turkey oak forest; flowers closed in early afternoon,4 mi. s.Tallahassee,R. Kral & R.K. Godfrey,Xyris Jupicai Rich,placeholder
5176ce8bded9103e3c0002cc,Herbarium,516db750ea30524109000b21,000054494.large.png,not-logged-in,2013-04-23 18:10:19,R.K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, elev 11000 ft",Red Mt. Pass,(Raf.) A. Nels,Sedum integrifolium,CO
5176ce8cded9103e3c0002cf,Herbarium,516dbe13ea3052410900162d,000056704.large.png,not-logged-in,2013-04-23 18:10:20,R. K. Godfrey,08/23/1973,752532,,Ouray,Small Mountain Meadow,"Red Mt. Pass, N of Silverton, el 11,000 ft.",A. Nels,Sedum Integrifolium,CO
5176ce87ded9103e3c0002c5,Herbarium,516dc3e9ea30524109001f97,000047028.large.png,not-logged-in,2013-04-23 18:10:20,Loran C. Andreson,11/06/1989,12532,,Franklin,loamy sand of open sand live oak woodland,St. Vincent Island: Locally estabilished in loamy sand of open sand live oak woodland at junction of roads B and E on SE part of the island,(Michx.) Torr,ILEX AMBIGUA,FL
5176ce8aded9103e3c0002cb,Herbarium,516dbb2eea305241090011f0,000008948.large.png,not-logged-in,2013-04-23 18:10:23,R. K. Godfrey,11/20/1974,74121,,Gilchrist,Just above high water on river bank,"Open limerock ledges, just above high water mark, banks of Suwannee River, E of Williford.",Almut G. Jones,lateriflorus,FL
5176ce92de59d928e8000244,Herbarium,516dba92ea305241090010d0,000023894.large.png,user759,2013-04-23 18:10:26,Loran C. Anderson,12/26/1988,"11,898",,Franklin,Frequent in boggy savannah and moist sand,"just W of New River and along roadside depression, 4 air mi WNW of Carrabelle.",(Cov.) Cov. in Harper,Fuirena Breviseta,FL
5176ce94ded9103e3c0002dd,Herbarium,516db283ea3052410900021d,000024056.large.png,not-logged-in,2013-04-23 18:10:33,Loran C. Anderson,,"19,388",,Nassau,Frequent in drying sandy loam of grassy camping area beside Pavillion R near Firetower Rd.,"Cary State Forest (E of Hwy 301, generally 1-2 mi NE of Bryceville).",Vahl,Kyllinga ordoatus,FL
5176ce9aded9103e3c0002e8,Herbarium,516db262ea305241090001da,000012685.large.png,user1490,2013-04-23 18:10:34,"Malcolm A. Nobs, S. Galen Smith",09/02/1949,1755,,Inyo,Marshy meadow (2-10 inches of water) ,"on Pine Creek road, 2 miles west of Highway 395, 13.5 miles north of Bishop",DC.,Helianthus californicus,CA
5176ce9aded9103e3c0002e6,Herbarium,516dbc72ea305241090013ea,000050755.large.png,user2306,2013-04-23 18:10:34,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silverton, el 11,000 ft.",(Raf.) A. Nels,Sedum Integrifolium,CO
5176ce99ded9103e3c0002e2,Herbarium,516dc1dfea30524109001c90,000034639.large.png,not-logged-in,2013-04-23 18:10:38,RK Godfrey,11/10/1961,61669,,Taylor,broad strip of roadside banks bordering wet hammock,SE of Fish creek,WR Fryar,Eupatorium capillifolium XE perfoliatum,FL
5176cea0de59d928e800024a,Herbarium,516db683ea305241090009bd,000008699.large.png,user344,2013-04-23 18:10:39,Loran C. Anderson,03/14/1985,7836,,Leon,Edge of woods,"Woods bordering Timberlane Road 0.2 mi E of North Meridian, Tallahassee",Muhl. ex Willd.,Senecio obovatus,FL
5176ce9aded9103e3c0002e7,Herbarium,516dc1c9ea30524109001c66,000056812.large.png,not-logged-in,2013-04-23 18:10:39,R.K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Red Mt. Pass, N of Silverton",(Raf.) A. Nels,Sedum integrifolium,CO
5176cea6de59d928e8000253,Herbarium,516dbcd0ea3052410900148c,000052444.large.png,user1728,2013-04-23 18:10:41,R. K. Godfrey,08/23/1973,72532,,Ouray,Mountain Meadow,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.",A. Nels,sedum integrifolium,CO
5176cea7de59d928e8000255,Herbarium,516db475ea30524109000613,000008660.large.png,not-logged-in,2013-04-23 18:10:47,Loran C. Anderson,05/27/1981,5246,,Leon,Frequent in rich alluvial humus of Ochlockonee River floodplain in deep shade of mixed hardwoods,"Ochlockonee River floodplain, just north of Stoutamire Landing (T2S-R5W, NE1/4 Sec 2)",,Senecio aureus L.,FL
5176ceabded9103e3c000302,Herbarium,516db993ea30524109000f12,000049972.large.png,not-logged-in,2013-04-23 18:10:51,R. Kral,08/10/1958,7783,,Citrus,clearing near cypress dome; soil a moist sandy peat,5 miles south Homosassa,Malme,Xyris curtisii,FL
